cliente,poupanca,cdb,renda,segmentacao,seguro
889441792,"713,00","2250,00","5665,00",35,1
824422559,"565,00","212,00","52707,00",32,1
891812856,"829,00","7701,00","80159,00",20,1
876023218,"1029,00","1773,00","45170,00",48,1
895633335,"307,00","1132,00","17191,00",15,0
891209260,"1107,00","8007,00","57147,00",37,0
760595072,"893,00","4291,00","17103,00",28,0
745359133,"1071,00","5748,00","48205,00",40,1
706083656,"880,00","606,00","64945,00",55,1
726430823,"308,00","4316,00","23745,00",40,1
785814479,"502,00","1976,00","55682,00",40,0
731918695,"978,00","8093,00","36984,00",30,1
816476198,"725,00","9736,00","10006,00",40,0
764191529,"154,00","3487,00","21379,00",45,0
810991573,"518,00","7428,00","67567,00",40,1
899909107,"623,00","9547,00","38338,00",35,0
849898294,"491,00","6859,00","74081,00",50,1
818016760,"25,00","3246,00","8276,00",40,1
881769012,"772,00","9234,00","82761,00",40,1
885881552,"139,00","9699,00","45897,00",40,0
789787952,"1242,00","2738,00","49072,00",38,0
721530474,"1163,00","7541,00","47929,00",30,0
788964393,"1142,00","944,00","94283,00",40,1
771875660,"535,00","1134,00","80595,00",50,1
847498453,"1440,00","859,00","22066,00",48,1
825584348,"64,00","5101,00","62937,00",44,1
855155002,"895,00","9784,00","48590,00",40,1
771317509,"226,00","6600,00","88328,00",40,1
717904803,"698,00","9851,00","8728,00",60,1
826991065,"727,00","5382,00","56056,00",40,0
846441299,"1171,00","2815,00","61047,00",25,1
716202563,"1014,00","7570,00","45945,00",7,0
859483969,"1008,00","4153,00","94903,00",50,1
819834736,"793,00","2717,00","30439,00",40,1
852168673,"1401,00","9879,00","92798,00",60,1
753040423,"337,00","4360,00","79081,00",40,0
724558562,"311,00","5574,00","32284,00",40,1
732401577,"871,00","6318,00","91711,00",40,1
842769792,"284,00","582,00","19181,00",38,1
830233475,"896,00","2428,00","68130,00",40,0
760901513,"249,00","186,00","69235,00",40,1
841094495,"1170,00","8507,00","93188,00",15,0
789522730,"171,00","783,00","80292,00",20,1
891006886,"870,00","6905,00","31917,00",40,1
707657001,"1258,00","2122,00","12303,00",38,1
837265271,"662,00","6039,00","12172,00",25,1
709902877,"92,00","2579,00","31490,00",17,1
773702666,"185,00","7531,00","72342,00",40,1
816540843,"881,00","8260,00","12705,00",16,1
763718597,"452,00","9741,00","84807,00",40,1
788339360,"931,00","603,00","30614,00",30,1
865195891,"920,00","9153,00","7465,00",40,0
743541239,"609,00","5537,00","34902,00",40,0
834712427,"171,00","5760,00","39562,00",60,0
814569654,"663,00","6631,00","24244,00",40,1
753386405,"139,00","8757,00","25187,00",50,0
776848662,"47,00","5698,00","91556,00",40,1
706599316,"1459,00","7745,00","29944,00",20,1
780418731,"1154,00","3924,00","22761,00",48,1
881164747,"1091,00","8574,00","99772,00",42,1
793501444,"1136,00","624,00","75476,00",40,1
775823983,"505,00","2963,00","10472,00",40,1
780712031,"322,00","2522,00","93013,00",40,1
716946219,"1077,00","6253,00","69095,00",32,0
870241450,"133,00","5105,00","64747,00",40,1
746812364,"778,00","6990,00","36484,00",40,1
775164240,"1235,00","6804,00","18173,00",20,0
825812498,"175,00","7281,00","16558,00",50,1
813332063,"202,00","2885,00","11976,00",40,0
834357961,"370,00","955,00","17717,00",19,0
885468796,"555,00","7009,00","6937,00",35,1
850495307,"1474,00","1920,00","13126,00",40,1
817598437,"547,00","6138,00","17640,00",40,1
743431462,"847,00","2549,00","63023,00",35,0
725445726,"1188,00","7142,00","68380,00",45,0
792882150,"1361,00","8739,00","16999,00",40,0
816707888,"820,00","8121,00","95682,00",40,1
803909999,"453,00","6976,00","33950,00",50,1
791988320,"311,00","2694,00","99796,00",60,1
724419349,"752,00","9511,00","50850,00",20,1
844716030,"1299,00","3724,00","16999,00",55,1
728542649,"228,00","6908,00","13242,00",40,1
780681954,"665,00","2982,00","67499,00",50,1
747732886,"764,00","5720,00","54557,00",60,1
893162127,"427,00","2850,00","48070,00",40,0
809539224,"440,00","1071,00","25631,00",15,0
832351107,"175,00","4510,00","59930,00",40,1
881982974,"1128,00","5204,00","39726,00",20,0
718504891,"946,00","7110,00","97856,00",50,1
772489514,"745,00","9592,00","62544,00",40,1
765423561,"556,00","3773,00","38561,00",40,1
750913542,"29,00","8578,00","76213,00",40,1
831447822,"1167,00","1227,00","11235,00",35,1
765890690,"685,00","468,00","94614,00",65,1
703883453,"1456,00","145,00","39892,00",35,1
715253077,"1259,00","8988,00","20187,00",36,1
882710969,"109,00","6674,00","21498,00",35,1
880380652,"459,00","5593,00","6075,00",40,1
771717746,"388,00","2139,00","66374,00",32,0
810068661,"158,00","5468,00","83121,00",50,1
849063792,"981,00","6605,00","47975,00",15,1
763845646,"81,00","6679,00","18319,00",72,1
892143486,"515,00","3167,00","75393,00",60,1
722870339,"124,00","9734,00","21333,00",55,1
818941671,"1319,00","7918,00","72638,00",65,1
726890581,"1473,00","1077,00","51005,00",40,1
803535960,"950,00","6190,00","58386,00",40,1
879708233,"1154,00","8591,00","6527,00",35,0
778726365,"1102,00","8427,00","41457,00",35,0
817730921,"1376,00","5051,00","53275,00",55,1
783860807,"1410,00","149,00","96894,00",45,0
894200105,"165,00","9276,00","73945,00",40,1
808778504,"762,00","4540,00","7495,00",12,1
886385349,"789,00","7338,00","84679,00",48,1
861545810,"1136,00","4908,00","13775,00",32,0
778372523,"1161,00","3086,00","46478,00",40,1
712568197,"409,00","7587,00","63123,00",40,0
855118577,"1344,00","8999,00","45479,00",50,1
883110995,"231,00","5591,00","85925,00",40,1
814393897,"564,00","3376,00","45230,00",50,1
722757347,"667,00","5007,00","33365,00",50,1
865404129,"1407,00","6487,00","79023,00",50,1
706508476,"689,00","1668,00","79720,00",50,1
842723140,"1066,00","7656,00","54655,00",60,0
754845373,"1090,00","5948,00","66228,00",40,0
881247206,"153,00","3638,00","89870,00",60,0
794006233,"700,00","906,00","46984,00",60,1
734892878,"221,00","9915,00","73504,00",40,1
711997678,"1405,00","9553,00","28920,00",40,1
894527971,"721,00","4841,00","40316,00",40,1
789582871,"51,00","3401,00","77561,00",40,1
788091624,"29,00","8531,00","81377,00",40,0
783934034,"1258,00","8162,00","66165,00",50,1
700096031,"619,00","6053,00","19876,00",40,1
883183282,"270,00","6288,00","59591,00",40,1
703904385,"562,00","7162,00","29716,00",35,0
728261968,"1302,00","6995,00","78284,00",39,1
886667076,"88,00","2498,00","27208,00",52,1
887817747,"829,00","5474,00","10337,00",40,1
895016805,"591,00","882,00","50585,00",25,0
774397858,"1218,00","6474,00","92482,00",50,0
824143087,"1157,00","1923,00","66799,00",40,0
785370086,"1071,00","6723,00","33847,00",44,1
701382911,"181,00","7472,00","66538,00",35,0
848226509,"1223,00","3303,00","95654,00",45,1
818797706,"842,00","73,00","23592,00",40,0
833113079,"295,00","4792,00","46897,00",45,0
891302191,"627,00","4271,00","65372,00",84,1
879907538,"1268,00","1650,00","76242,00",40,0
854838746,"47,00","732,00","17523,00",45,0
765312237,"586,00","5952,00","51589,00",40,0
773046716,"500,00","4268,00","64405,00",70,1
827744899,"952,00","6321,00","45998,00",60,1
844180120,"73,00","6061,00","46713,00",40,1
772931939,"581,00","6188,00","21541,00",35,0
749124614,"470,00","1246,00","20355,00",15,0
727793595,"582,00","5724,00","50128,00",38,0
865825808,"680,00","4288,00","17803,00",40,1
799340532,"760,00","4667,00","13962,00",53,1
807961318,"293,00","2656,00","82734,00",40,1
761885471,"85,00","3560,00","11105,00",38,1
892088668,"1353,00","821,00","39632,00",60,1
851044074,"1395,00","9623,00","31941,00",44,1
866725404,"243,00","693,00","70959,00",40,1
826013750,"1145,00","4697,00","17444,00",60,1
770937441,"363,00","5783,00","17123,00",40,1
889860927,"116,00","1729,00","95037,00",52,0
854221162,"493,00","6523,00","53229,00",45,1
776523889,"133,00","2483,00","39015,00",40,0
762085350,"842,00","5642,00","70915,00",96,1
846582507,"644,00","8243,00","36766,00",40,1
754215312,"91,00","19,00","18414,00",20,0
833316030,"217,00","1875,00","9914,00",40,1
709004195,"803,00","9116,00","99865,00",20,1
776048071,"858,00","9700,00","9757,00",50,1
717260636,"858,00","7476,00","15964,00",35,0
727272170,"434,00","5185,00","23604,00",40,1
769868108,"465,00","7879,00","58160,00",99,0
759694364,"852,00","9832,00","83259,00",40,1
793024499,"1426,00","2804,00","63035,00",40,1
893379034,"1352,00","5000,00","22942,00",44,1
727501350,"1232,00","704,00","76299,00",40,1
854023739,"774,00","8470,00","68374,00",45,0
835325782,"227,00","3461,00","37674,00",40,0
731525390,"227,00","1885,00","74855,00",52,1
851725046,"383,00","5630,00","60758,00",20,0
782067170,"302,00","6697,00","63698,00",40,1
888528734,"280,00","986,00","82072,00",40,1
883710392,"1388,00","2837,00","15713,00",60,1
897067831,"1102,00","8519,00","55630,00",20,1
769801337,"1155,00","3285,00","78138,00",16,0
876637870,"562,00","7433,00","20441,00",40,1
809407301,"233,00","155,00","59093,00",44,0
884625875,"859,00","7922,00","25976,00",40,0
740611918,"326,00","1520,00","13496,00",35,0
885383153,"1437,00","3214,00","27214,00",45,1
880084840,"576,00","9385,00","92313,00",70,1
838927990,"905,00","5556,00","42094,00",45,0
798277814,"1295,00","5944,00","61895,00",60,0
752780110,"440,00","8908,00","12713,00",16,0
759396136,"436,00","9281,00","52206,00",40,0
828981802,"748,00","8909,00","81256,00",35,1
752584111,"959,00","9233,00","87368,00",40,0
865094790,"458,00","3448,00","70540,00",40,1
787303089,"1446,00","6378,00","53749,00",40,1
897247427,"464,00","7485,00","38867,00",56,0
771554143,"1110,00","473,00","41892,00",35,0
792838806,"1284,00","3760,00","43323,00",40,1
844411837,"85,00","1685,00","52636,00",36,0
751105140,"1108,00","7025,00","19344,00",40,0
880424024,"744,00","7430,00","38796,00",40,1
895365089,"288,00","6413,00","6473,00",40,0
737052707,"1104,00","7233,00","99540,00",40,1
838454184,"386,00","6688,00","78257,00",35,1
769865706,"1050,00","7046,00","55894,00",50,1
872830083,"818,00","115,00","42964,00",20,0
714145956,"340,00","5820,00","79658,00",48,0
832399853,"427,00","2594,00","66626,00",40,1
824597493,"459,00","380,00","46763,00",30,0
850733729,"1350,00","9019,00","6063,00",45,1
703652350,"1444,00","8110,00","16258,00",50,1
809556490,"819,00","7430,00","95451,00",32,0
838403760,"741,00","465,00","76458,00",30,0
744943576,"761,00","689,00","61286,00",40,1
839415486,"1412,00","7446,00","96234,00",60,1
722314337,"1121,00","9861,00","13775,00",10,0
742718394,"486,00","4160,00","7456,00",45,0
774054950,"1282,00","9332,00","93640,00",25,0
838460518,"968,00","4260,00","9203,00",40,0
737488353,"954,00","9375,00","61794,00",33,0
843309295,"1169,00","1964,00","97936,00",12,0
861134217,"1018,00","4422,00","61558,00",35,1
784321859,"1338,00","8702,00","74471,00",40,1
842087646,"1134,00","1926,00","81602,00",35,1
733234159,"1279,00","2964,00","37417,00",30,1
898337632,"574,00","7210,00","14643,00",40,1
873730102,"895,00","2309,00","87081,00",35,1
801514230,"126,00","9177,00","57363,00",32,0
830120471,"674,00","5648,00","14569,00",50,1
835593446,"667,00","2767,00","23571,00",40,1
891996376,"909,00","6896,00","70443,00",40,1
896320402,"1496,00","9554,00","78716,00",38,0
771955504,"371,00","9107,00","18340,00",40,0
898480425,"350,00","3201,00","47219,00",40,1
796690014,"446,00","1649,00","63356,00",40,0
860724030,"241,00","2377,00","81309,00",40,1
897954956,"730,00","3336,00","76747,00",48,1
740631050,"1097,00","8468,00","64227,00",35,1
809713331,"270,00","7419,00","8925,00",60,1
899401704,"1401,00","7340,00","81374,00",35,0
739711632,"584,00","1788,00","27504,00",50,1
792433135,"1227,00","4801,00","8841,00",40,1
844635094,"1294,00","606,00","76686,00",40,1
768649693,"675,00","333,00","87239,00",40,1
852708350,"618,00","4115,00","76269,00",40,1
880498892,"1059,00","7205,00","23984,00",40,1
729152020,"1408,00","7700,00","42309,00",55,1
873823211,"502,00","3203,00","94637,00",14,1
829412216,"1301,00","2126,00","6527,00",40,0
761315617,"660,00","1687,00","98066,00",15,1
721805564,"1302,00","5534,00","36569,00",45,1
757034622,"1035,00","9400,00","89614,00",40,1
752549985,"684,00","7377,00","90225,00",30,1
737687808,"586,00","4932,00","81102,00",30,0
867588950,"1304,00","1614,00","91716,00",45,1
827411695,"109,00","9690,00","72701,00",50,1
870797321,"108,00","4530,00","84931,00",45,1
808025454,"1431,00","4003,00","15187,00",40,1
788837304,"1259,00","3517,00","34131,00",35,1
720787164,"689,00","2096,00","20924,00",40,1
708997315,"1481,00","649,00","31792,00",40,1
836228883,"1298,00","6273,00","84367,00",40,1
765801490,"1129,00","6262,00","52108,00",40,1
866511307,"1357,00","8063,00","85031,00",40,1
761156615,"1251,00","6924,00","53714,00",40,0
823865651,"1127,00","329,00","49388,00",40,1
825564157,"1001,00","1829,00","76682,00",50,1
886149461,"761,00","2481,00","88122,00",30,0
756850236,"1365,00","5980,00","30077,00",45,1
716530360,"1442,00","1825,00","68728,00",45,1
828464165,"628,00","5531,00","76905,00",40,1
752146784,"254,00","8642,00","58663,00",38,1
840299021,"870,00","4878,00","22916,00",60,1
882723597,"1348,00","4408,00","53664,00",35,1
817953557,"444,00","9826,00","93461,00",45,1
794112837,"1241,00","464,00","25571,00",40,1
856266414,"1435,00","1198,00","74823,00",42,1
866281467,"740,00","4723,00","72032,00",18,1
782818890,"825,00","7352,00","96393,00",40,1
856198872,"747,00","3394,00","70801,00",40,1
898054136,"1301,00","7180,00","45862,00",45,1
832332549,"1262,00","2256,00","42598,00",20,0
869956676,"533,00","1421,00","43716,00",40,1
781111065,"1124,00","2283,00","35509,00",50,0
740259076,"280,00","4804,00","45570,00",40,1
701954375,"717,00","9308,00","54792,00",40,0
781400390,"1332,00","4070,00","27945,00",40,1
724623207,"286,00","9226,00","99570,00",50,1
752586628,"1341,00","2886,00","31579,00",40,1
702146880,"99,00","3732,00","91790,00",40,1
791054417,"1021,00","8826,00","77024,00",40,1
789022685,"939,00","6864,00","55754,00",30,1
770898357,"88,00","5816,00","33623,00",45,1
745435553,"1447,00","7262,00","83662,00",40,1
724598030,"1247,00","7837,00","69851,00",20,0
704743914,"1052,00","2974,00","64561,00",40,0
787804885,"593,00","2390,00","55585,00",40,1
897362356,"769,00","5198,00","91496,00",40,0
760280402,"1243,00","702,00","54487,00",40,0
786513668,"1428,00","305,00","98167,00",20,1
817497522,"1359,00","2327,00","33905,00",40,0
790317769,"498,00","9056,00","13069,00",40,1
828835329,"1089,00","5445,00","19248,00",40,1
743653122,"585,00","1559,00","62524,00",40,1
888145125,"1295,00","7555,00","63012,00",40,1
798612668,"1200,00","2342,00","25788,00",40,0
717502317,"56,00","403,00","43241,00",40,0
733751642,"1462,00","3195,00","55114,00",40,0
820065321,"1081,00","5086,00","7530,00",40,0
702383980,"224,00","1059,00","13172,00",40,0
716148390,"609,00","9514,00","93471,00",40,1
714747750,"831,00","3279,00","62338,00",55,1
859012273,"321,00","8435,00","71792,00",40,1
836873501,"590,00","4785,00","47299,00",40,1
782742769,"376,00","2460,00","95391,00",20,1
872522986,"129,00","8007,00","54917,00",40,1
751305671,"654,00","4882,00","9715,00",25,1
748814382,"126,00","1166,00","86084,00",34,1
750944528,"1086,00","5443,00","57817,00",35,0
879434686,"498,00","8729,00","57131,00",40,1
871158801,"172,00","6644,00","12353,00",40,1
763105359,"464,00","6572,00","21346,00",35,1
854320957,"317,00","7980,00","21299,00",40,0
773783975,"857,00","6283,00","96039,00",24,0
740445984,"443,00","5017,00","6325,00",51,1
800647827,"561,00","8291,00","61044,00",55,0
799722305,"262,00","6045,00","41516,00",20,0
741035713,"80,00","2315,00","80168,00",40,1
717282841,"1127,00","7885,00","74065,00",42,1
882166418,"184,00","9132,00","42011,00",45,1
786596390,"956,00","2120,00","80878,00",40,1
824677261,"917,00","7845,00","88514,00",99,1
772175353,"1378,00","2667,00","71186,00",24,0
803028910,"1212,00","3588,00","62977,00",40,1
839534234,"1173,00","8279,00","82440,00",40,1
797923389,"74,00","7839,00","84871,00",40,1
719126740,"1128,00","8709,00","77361,00",25,0
870526642,"297,00","5835,00","26468,00",45,0
798095914,"51,00","9303,00","25274,00",55,1
887044953,"667,00","6751,00","29852,00",60,1
823973820,"187,00","5415,00","64973,00",30,1
757771947,"492,00","3729,00","47612,00",50,1
890973427,"1429,00","8989,00","24807,00",45,1
752919119,"131,00","4132,00","93107,00",4,0
773357398,"582,00","5017,00","24296,00",40,0
847314417,"729,00","9720,00","32627,00",25,1
810805288,"1008,00","4334,00","25112,00",20,0
709469511,"226,00","1227,00","66423,00",50,1
755114062,"911,00","1736,00","10285,00",48,0
712773079,"888,00","9116,00","60102,00",40,1
801465418,"1349,00","9064,00","87939,00",40,0
785984677,"1298,00","9221,00","89607,00",40,0
874509551,"658,00","2361,00","13973,00",24,1
818226975,"494,00","8517,00","23907,00",40,1
871406550,"1200,00","89,00","15195,00",40,1
724873736,"826,00","7302,00","25057,00",60,0
710616635,"214,00","6742,00","26235,00",40,1
702801805,"356,00","2362,00","47829,00",20,1
854646402,"1201,00","7942,00","72815,00",40,1
747238467,"442,00","3988,00","19131,00",30,1
703273338,"461,00","572,00","13060,00",40,1
861835802,"82,00","3556,00","13679,00",50,1
855242443,"103,00","4929,00","89310,00",42,1
715711084,"122,00","8373,00","18374,00",40,1
853440115,"1199,00","6959,00","39635,00",50,0
836203102,"844,00","4899,00","76825,00",40,0
831609144,"1397,00","2860,00","41978,00",20,0
777327728,"629,00","8815,00","76765,00",8,1
718407328,"290,00","7761,00","90376,00",40,1
877818349,"536,00","1662,00","25704,00",62,1
703789140,"1051,00","5519,00","42541,00",45,0
878777550,"937,00","5418,00","46076,00",50,1
888187354,"561,00","435,00","83653,00",33,0
772041512,"1382,00","2063,00","19988,00",40,1
799797835,"460,00","9775,00","12057,00",45,0
712187920,"474,00","9182,00","80453,00",48,1
840558277,"701,00","1230,00","38236,00",44,1
766647239,"1113,00","1637,00","90624,00",40,0
896418519,"131,00","3198,00","77261,00",70,1
871676410,"1134,00","5101,00","53192,00",40,0
889609068,"61,00","964,00","23481,00",40,1
882218322,"123,00","9505,00","89043,00",50,1
755333108,"892,00","5354,00","21931,00",35,1
879220600,"390,00","8701,00","63652,00",45,1
866268902,"878,00","5331,00","82054,00",55,1
760268263,"734,00","9445,00","47299,00",40,0
707231245,"835,00","4581,00","57665,00",15,0
872967039,"1220,00","5474,00","30044,00",40,1
799186075,"1324,00","7715,00","42400,00",20,0
843093146,"327,00","6289,00","90908,00",30,1
894548483,"632,00","1973,00","63315,00",40,1
741921000,"1419,00","551,00","69725,00",40,1
800454873,"170,00","8815,00","33375,00",40,1
873298378,"1373,00","8682,00","81571,00",37,0
847741895,"1058,00","9545,00","41543,00",50,1
738029038,"1090,00","1521,00","47404,00",40,1
803071380,"1402,00","4056,00","15299,00",45,1
851141178,"725,00","2514,00","62919,00",37,0
740519482,"334,00","112,00","49304,00",40,1
899986540,"1037,00","810,00","98433,00",40,1
745632297,"1088,00","6702,00","60350,00",40,0
894274983,"1468,00","5441,00","13743,00",40,1
746197372,"741,00","2271,00","91660,00",35,1
782672967,"920,00","5260,00","49113,00",50,0
854673361,"1007,00","1866,00","5507,00",70,1
707177298,"271,00","1826,00","25088,00",40,1
800366696,"446,00","5078,00","20139,00",40,1
801937574,"1110,00","9633,00","38661,00",10,0
836176957,"502,00","4226,00","98320,00",60,0
786487719,"597,00","9176,00","24847,00",47,1
764309906,"1339,00","3493,00","52909,00",40,0
776528904,"719,00","7637,00","8130,00",40,0
855161335,"393,00","111,00","59520,00",48,1
863678364,"1435,00","1659,00","31329,00",40,1
879113978,"1171,00","7459,00","49224,00",40,1
777281568,"365,00","8789,00","15252,00",11,0
755896488,"821,00","2877,00","77015,00",20,0
817924026,"1264,00","3669,00","25498,00",15,1
702185822,"1451,00","4641,00","5149,00",40,1
778244087,"858,00","1925,00","30791,00",50,0
855174753,"1488,00","8992,00","62960,00",38,0
779734874,"1078,00","6568,00","15331,00",40,0
825883116,"898,00","9233,00","96185,00",40,1
845252030,"696,00","6490,00","81547,00",40,1
827196874,"362,00","1094,00","29558,00",40,1
789859734,"1468,00","4686,00","24903,00",36,0
792231376,"765,00","7021,00","35360,00",40,1
894520871,"359,00","876,00","17742,00",45,1
891017203,"958,00","3441,00","64869,00",34,0
778163279,"1486,00","2497,00","90526,00",50,1
738206155,"981,00","9938,00","77478,00",65,1
807153331,"408,00","3034,00","18025,00",40,1
710124350,"1389,00","4633,00","27249,00",40,1
783625909,"422,00","3444,00","81325,00",40,1
832816869,"1026,00","1701,00","86526,00",50,1
895026305,"442,00","2329,00","33810,00",40,1
718616596,"973,00","2252,00","76161,00",45,1
849310181,"54,00","2338,00","87318,00",30,1
700236636,"1268,00","9823,00","68843,00",20,0
779342787,"21,00","3197,00","21160,00",40,0
799564094,"230,00","4167,00","97837,00",40,0
895083233,"1393,00","7474,00","54062,00",40,1
762480358,"515,00","8276,00","94409,00",40,1
865204487,"444,00","521,00","92809,00",45,1
758532658,"777,00","1649,00","81835,00",40,1
896079697,"1382,00","5628,00","79517,00",50,1
780641030,"959,00","9387,00","7614,00",40,1
773881174,"414,00","3884,00","50357,00",50,1
858876896,"202,00","139,00","23750,00",48,1
876335139,"507,00","2996,00","65759,00",44,1
825452108,"1299,00","3168,00","77102,00",44,1
729023067,"324,00","2813,00","82013,00",45,0
815293067,"1027,00","4567,00","80276,00",40,1
764715194,"576,00","7747,00","65661,00",40,1
865951583,"378,00","7227,00","91682,00",44,0
783882963,"318,00","7995,00","89593,00",30,0
878255051,"578,00","7421,00","80506,00",42,0
854210983,"1379,00","5395,00","42598,00",20,0
729281152,"1167,00","622,00","56018,00",40,1
723685019,"558,00","4063,00","99811,00",25,1
784339446,"1153,00","9446,00","81753,00",8,0
855866689,"148,00","6447,00","34655,00",40,0
755161853,"1110,00","607,00","55608,00",40,1
880597495,"503,00","7986,00","89138,00",40,1
796078763,"76,00","4808,00","94246,00",40,1
745050463,"441,00","6901,00","48682,00",30,0
845345108,"668,00","2073,00","90717,00",60,1
758337030,"1014,00","3379,00","78773,00",40,0
809864456,"95,00","4812,00","21933,00",22,0
760475136,"1120,00","6091,00","53915,00",55,1
791346161,"814,00","5660,00","88203,00",40,1
879252372,"61,00","5111,00","86472,00",55,0
771554262,"152,00","6895,00","16127,00",40,1
835320583,"1457,00","3090,00","19672,00",40,1
753024567,"904,00","2041,00","68727,00",60,1
838805726,"765,00","463,00","60137,00",40,1
806821287,"776,00","8456,00","45015,00",50,1
815004838,"167,00","2433,00","41949,00",48,1
756084217,"295,00","6639,00","99570,00",50,0
780690317,"331,00","2812,00","79271,00",27,1
746914937,"1137,00","8369,00","10034,00",30,0
847596361,"381,00","2282,00","89482,00",45,1
878323289,"880,00","1214,00","55259,00",50,1
790392950,"1167,00","1290,00","39447,00",40,1
710386714,"1108,00","2475,00","19814,00",40,0
720555282,"1205,00","3293,00","51057,00",65,1
802472176,"507,00","6129,00","54396,00",50,1
845830721,"1112,00","5235,00","7084,00",40,0
887466673,"1057,00","3257,00","68813,00",40,1
861436580,"1275,00","4462,00","67591,00",40,0
827715423,"618,00","9896,00","36462,00",40,1
760761389,"25,00","5334,00","36858,00",38,1
866159068,"948,00","7989,00","25897,00",76,1
820383626,"997,00","2989,00","9586,00",45,1
852501365,"380,00","638,00","27031,00",40,1
809987140,"990,00","4354,00","32070,00",20,0
737758722,"1391,00","4172,00","53009,00",38,1
708685786,"714,00","8810,00","68292,00",38,0
868001064,"207,00","7467,00","98636,00",40,1
834941814,"767,00","9079,00","24341,00",40,1
824372260,"1100,00","5798,00","55596,00",45,1
880369022,"1139,00","872,00","81924,00",17,0
734585945,"698,00","8477,00","82613,00",40,1
794072059,"584,00","1670,00","97913,00",40,0
782161264,"523,00","9093,00","24815,00",40,0
712733831,"661,00","1445,00","41913,00",40,0
852951320,"255,00","6035,00","19529,00",45,1
744493082,"1357,00","3031,00","30779,00",99,1
851407233,"661,00","1795,00","51505,00",35,1
866950156,"776,00","6806,00","73165,00",40,0
787020752,"332,00","9348,00","17277,00",44,1
719720021,"425,00","2973,00","49795,00",40,1
748130987,"746,00","5717,00","13689,00",48,1
891264160,"1383,00","7490,00","66841,00",38,0
747524214,"610,00","8937,00","26663,00",40,1
702846288,"1018,00","1971,00","9719,00",40,1
721881986,"873,00","8395,00","92780,00",40,0
867067143,"805,00","8964,00","34124,00",65,1
703150533,"1249,00","7542,00","59239,00",18,0
885360536,"446,00","7136,00","7050,00",40,1
840445902,"1405,00","5927,00","83870,00",60,1
792022133,"878,00","4056,00","54896,00",40,1
750432635,"586,00","7250,00","36288,00",40,1
848864199,"673,00","658,00","28260,00",42,1
804601471,"157,00","5796,00","92352,00",18,0
744639062,"1500,00","1774,00","66152,00",80,1
844031892,"379,00","3184,00","46241,00",40,1
810271908,"1024,00","2416,00","38847,00",60,1
744690627,"286,00","5407,00","77741,00",40,1
781134619,"797,00","3239,00","16370,00",16,0
865845544,"1302,00","9978,00","30407,00",40,1
830647319,"175,00","9725,00","29327,00",40,1
705648591,"1154,00","9343,00","5880,00",48,1
778108409,"1190,00","4375,00","8906,00",47,1
894369161,"429,00","8408,00","33687,00",40,1
703647305,"1352,00","6248,00","22049,00",78,1
888273445,"429,00","5958,00","47774,00",48,1
853512088,"1378,00","6747,00","59781,00",40,0
825003802,"679,00","6088,00","73015,00",60,1
711617726,"239,00","8988,00","58330,00",40,1
781897602,"305,00","1791,00","57043,00",44,1
773583689,"1040,00","2435,00","98047,00",40,1
787505412,"584,00","7909,00","86456,00",55,0
765704238,"305,00","6996,00","14115,00",35,0
897256302,"531,00","530,00","38496,00",40,1
884864510,"1036,00","6247,00","85159,00",45,1
708531736,"337,00","9045,00","10436,00",30,1
830912057,"993,00","7888,00","63951,00",40,1
888231084,"899,00","1754,00","32494,00",50,1
798111373,"476,00","8676,00","93501,00",12,1
875249933,"1411,00","5760,00","71187,00",72,1
777868784,"803,00","8651,00","72646,00",50,1
837279096,"1116,00","3536,00","88718,00",40,1
894862226,"235,00","6035,00","8417,00",38,0
870225798,"796,00","7016,00","64445,00",40,1
700114769,"1338,00","5303,00","21560,00",50,1
771741781,"20,00","2136,00","48593,00",40,1
727608537,"943,00","9967,00","7765,00",45,1
768323370,"555,00","2919,00","99567,00",40,0
889065764,"1209,00","1938,00","91976,00",60,1
876859404,"915,00","1468,00","17967,00",50,1
740973126,"723,00","7135,00","48125,00",40,1
813101506,"479,00","4414,00","35529,00",40,1
868363014,"706,00","3456,00","11498,00",3,0
776200594,"1475,00","4818,00","85733,00",40,1
853987398,"335,00","1330,00","77415,00",20,0
723201773,"893,00","2343,00","16886,00",40,1
755146100,"863,00","7824,00","60901,00",40,1
861349001,"1485,00","1358,00","9860,00",30,0
712507347,"497,00","4427,00","59727,00",45,1
718479924,"1002,00","2932,00","82501,00",40,0
737854333,"707,00","3134,00","98232,00",60,1
770071884,"1430,00","409,00","74859,00",40,1
846002938,"974,00","9712,00","19735,00",15,1
701140853,"1006,00","1120,00","58901,00",40,1
838482659,"1033,00","1887,00","29441,00",40,1
735828305,"1218,00","7132,00","83860,00",55,1
744400710,"147,00","898,00","61029,00",30,1
778894981,"737,00","2744,00","83301,00",40,1
761788443,"64,00","9960,00","70114,00",40,1
861357418,"1066,00","4330,00","64530,00",40,0
808355002,"823,00","2872,00","15204,00",24,0
875161624,"823,00","1522,00","73770,00",50,1
724765795,"838,00","542,00","46238,00",40,1
805220119,"472,00","6387,00","85649,00",40,0
820268198,"857,00","5634,00","31509,00",40,0
735602798,"713,00","7030,00","20701,00",60,1
706774343,"433,00","3932,00","73267,00",75,1
712550184,"1163,00","3042,00","20591,00",50,1
833575980,"504,00","1243,00","85207,00",40,0
810778764,"496,00","5419,00","49598,00",40,1
